date,village_id,village_name,district,state,ph,turbidity,chlorine,bacteria,rainfall_mm,temperature_c,humidity_percent,daily_cases,cases_lag_7d,cases_lag_14d,rainfall_3d_sum,turbidity_7d_mean,chlorine_bacteria_ratio,risk_score,outbreak_risk_target
2025-07-03,VIL-002,Garamur,Majuli,Assam,7.37,10.4,0.683,6.3,0.0,29.2,63.3,2,1,2,10.3,3.67,0.09356,25,0
2025-07-04,VIL-002,Garamur,Majuli,Assam,6.23,0.2,0.564,167.4,0.0,25.4,76.5,3,4,1,10.3,3.56,0.00335,35,1
2025-07-05,VIL-002,Garamur,Majuli,Assam,7.18,6.52,0.314,169.9,0.0,32.6,63.9,2,1,1,0.0,4.08,0.00184,60,1
2025-07-06,VIL-002,Garamur,Majuli,Assam,8.69,0.69,0.277,85.7,0.0,28.9,67.0,3,1,2,0.0,3.43,0.00319,0,0
2025-07-07,VIL-002,Garamur,Majuli,Assam,7.81,9.06,0.535,186.3,41.7,27.5,64.2,2,3,1,41.7,4.1,0.00286,60,1
2025-07-08,VIL-002,Garamur,Majuli,Assam,6.6,1.29,0.707,119.3,0.0,23.2,72.1,0,3,1,41.7,4.15,0.00588,35,1
2025-07-09,VIL-002,Garamur,Majuli,Assam,7.53,1.79,0.522,126.1,36.4,37.4,75.9,3,1,2,78.1,4.28,0.00411,50,1
2025-07-10,VIL-002,Garamur,Majuli,Assam,6.25,3.78,0.741,60.3,18.6,32.0,72.4,1,2,1,55.0,3.33,0.01209,15,0
2025-07-11,VIL-002,Garamur,Majuli,Assam,6.28,2.73,0.184,26.1,0.4,32.4,93.4,4,3,4,55.4,3.69,0.00679,35,1
2025-07-12,VIL-002,Garamur,Majuli,Assam,7.06,1.18,0.203,17.6,23.2,25.5,84.7,3,2,1,42.2,2.93,0.01091,0,0
2025-07-13,VIL-002,Garamur,Majuli,Assam,7.43,2.49,0.136,28.3,0.0,29.3,65.6,4,3,1,23.6,3.19,0.00464,20,0
2025-07-14,VIL-002,Garamur,Majuli,Assam,7.59,4.04,0.43,70.8,107.0,28.7,78.9,3,2,3,130.2,2.47,0.00599,40,1
2025-07-15,VIL-002,Garamur,Majuli,Assam,7.6,0.2,0.382,13.6,37.1,32.1,66.6,0,0,3,144.1,2.32,0.02616,15,0
2025-07-16,VIL-002,Garamur,Majuli,Assam,7.4,0.2,0.323,21.4,0.0,34.4,70.3,2,3,1,144.1,2.09,0.01442,15,0
2025-07-17,VIL-002,Garamur,Majuli,Assam,6.13,1.89,0.496,45.1,5.4,23.3,80.8,2,1,2,42.5,1.82,0.01076,0,0
2025-07-18,VIL-002,Garamur,Majuli,Assam,7.06,0.44,0.572,19.0,8.6,24.7,83.0,1,4,3,14.0,1.49,0.0286,0,0
2025-07-19,VIL-002,Garamur,Majuli,Assam,7.68,3.36,0.075,63.5,7.9,31.6,68.0,1,3,2,21.9,1.8,0.00116,20,0
2025-07-20,VIL-002,Garamur,Majuli,Assam,7.37,0.74,0.243,183.5,8.4,27.0,61.7,1,4,3,24.9,1.55,0.00132,35,1
2025-07-21,VIL-002,Garamur,Majuli,Assam,7.21,1.75,0.498,98.6,6.9,32.3,76.1,5,3,2,23.2,1.23,0.005,0,0
2025-07-22,VIL-002,Garamur,Majuli,Assam,7.3,0.68,0.266,78.5,17.5,27.5,80.2,3,0,0,32.8,1.29,0.00335,0,0
2025-07-23,VIL-002,Garamur,Majuli,Assam,7.29,2.45,0.206,62.5,0.0,24.0,67.3,1,2,3,24.4,1.62,0.00324,0,0
2025-07-24,VIL-002,Garamur,Majuli,Assam,5.92,0.38,0.533,47.9,33.7,22.0,84.8,5,2,1,51.2,1.4,0.0109,15,0
2025-07-25,VIL-002,Garamur,Majuli,Assam,7.79,0.2,0.118,14.8,30.1,30.9,82.7,0,1,4,63.8,1.37,0.00747,35,1
2025-07-26,VIL-002,Garamur,Majuli,Assam,7.03,0.2,0.296,160.9,0.0,31.0,67.2,2,1,3,63.8,0.91,0.00183,50,1
2025-07-27,VIL-002,Garamur,Majuli,Assam,7.52,9.5,0.409,20.4,0.0,32.9,88.6,0,1,4,30.1,2.17,0.01911,25,0
2025-07-28,VIL-002,Garamur,Majuli,Assam,5.72,0.47,0.247,6.8,0.0,30.3,88.9,3,5,3,0.0,1.98,0.03167,0,0
2025-07-29,VIL-002,Garamur,Majuli,Assam,8.1,3.8,0.491,99.1,0.0,14.0,99.0,2,3,0,0.0,2.43,0.00491,0,0
2025-07-30,VIL-002,Garamur,Majuli,Assam,6.41,0.22,0.248,13.8,17.4,31.0,95.5,2,1,2,17.4,2.11,0.01676,0,0
2025-07-31,VIL-002,Garamur,Majuli,Assam,8.62,0.35,0.604,33.3,0.0,23.2,64.2,2,5,2,17.4,2.11,0.01761,0,0
2025-08-01,VIL-002,Garamur,Majuli,Assam,8.37,2.19,0.327,2.1,15.1,21.5,86.1,1,0,1,32.5,2.39,0.10548,0,0
2025-08-02,VIL-002,Garamur,Majuli,Assam,6.31,1.93,0.471,10.5,41.3,21.0,85.6,3,2,1,56.4,2.64,0.04096,15,0
2025-08-03,VIL-002,Garamur,Majuli,Assam,7.59,9.33,0.484,13.6,0.0,20.7,70.8,4,0,1,56.4,2.61,0.03315,40,1
2025-08-04,VIL-002,Garamur,Majuli,Assam,6.49,8.92,0.237,4.0,0.0,30.1,80.5,3,3,5,41.3,3.82,0.0474,25,0
2025-08-05,VIL-002,Garamur,Majuli,Assam,6.72,4.66,0.0,76.4,0.0,26.1,52.5,2,2,3,0.0,3.94,0.0,60,1
2025-08-06,VIL-002,Garamur,Majuli,Assam,6.73,2.84,0.415,129.7,0.0,22.9,52.1,3,2,1,0.0,4.32,0.00318,35,1
2025-08-07,VIL-002,Garamur,Majuli,Assam,7.37,1.87,0.363,33.4,3.2,29.1,54.4,3,2,5,3.2,4.53,0.01055,0,0
2025-08-08,VIL-002,Garamur,Majuli,Assam,7.29,1.36,0.45,148.4,0.0,24.6,79.7,4,1,0,3.2,4.42,0.00301,35,1
2025-08-09,VIL-002,Garamur,Majuli,Assam,6.38,9.05,0.309,17.2,0.0,32.9,80.2,0,3,2,3.2,5.43,0.01698,25,0
2025-08-10,VIL-002,Garamur,Majuli,Assam,7.36,2.84,0.273,28.1,0.0,34.8,71.7,1,4,0,0.0,4.51,0.00938,0,0
2025-08-11,VIL-002,Garamur,Majuli,Assam,6.98,2.67,0.712,11.7,0.0,28.1,95.7,0,3,3,0.0,3.61,0.05606,0,0
2025-08-12,VIL-002,Garamur,Majuli,Assam,6.01,0.81,0.085,69.3,0.0,34.5,86.8,2,2,2,0.0,3.06,0.00121,20,0
2025-08-13,VIL-002,Garamur,Majuli,Assam,6.84,0.2,0.482,38.9,3.7,34.5,55.8,2,3,2,3.7,2.69,0.01208,0,0
2025-08-14,VIL-002,Garamur,Majuli,Assam,8.1,8.94,0.247,67.9,0.0,29.3,72.9,5,3,2,3.7,3.7,0.00358,25,0
2025-08-15,VIL-002,Garamur,Majuli,Assam,6.86,1.16,0.29,102.5,3.4,35.9,63.7,1,4,1,7.1,3.67,0.0028,35,1
2025-08-16,VIL-002,Garamur,Majuli,Assam,6.0,1.8,0.293,56.4,1.2,26.5,80.0,5,0,3,4.6,2.63,0.0051,0,0
2025-08-17,VIL-002,Garamur,Majuli,Assam,7.59,0.38,0.205,70.6,0.0,21.2,74.6,1,1,4,4.6,2.28,0.00286,0,0
2025-08-18,VIL-002,Garamur,Majuli,Assam,6.54,5.59,0.453,195.7,4.7,22.8,64.4,4,0,3,5.9,2.7,0.0023,60,1
2025-08-19,VIL-002,Garamur,Majuli,Assam,7.23,0.2,0.6,25.4,0.0,26.3,95.3,2,2,2,4.7,2.61,0.02273,0,0
2025-08-20,VIL-002,Garamur,Majuli,Assam,7.0,5.53,0.435,31.8,1.0,31.1,75.7,3,2,3,5.7,3.37,0.01326,25,0
2025-08-21,VIL-002,Garamur,Majuli,Assam,8.16,0.47,0.369,90.4,0.0,24.4,70.0,3,5,3,1.0,2.16,0.00404,0,0
2025-08-22,VIL-002,Garamur,Majuli,Assam,7.0,6.7,0.172,67.6,14.3,26.3,72.0,4,1,4,15.3,2.95,0.00251,45,1
2025-08-23,VIL-002,Garamur,Majuli,Assam,6.41,4.03,0.443,14.1,11.8,24.0,94.4,2,5,0,26.1,3.27,0.02934,25,0
2025-08-24,VIL-002,Garamur,Majuli,Assam,6.82,0.55,0.738,33.7,0.8,26.4,85.9,5,1,1,26.9,3.3,0.02127,0,0
2025-08-25,VIL-002,Garamur,Majuli,Assam,6.36,2.57,0.281,45.1,0.0,34.4,73.1,2,4,0,12.6,2.86,0.0061,0,0
2025-08-26,VIL-002,Garamur,Majuli,Assam,6.97,1.15,0.282,38.9,79.7,30.4,63.1,3,2,2,80.5,3.0,0.00707,15,0
2025-08-27,VIL-002,Garamur,Majuli,Assam,8.16,0.6,0.249,14.0,0.0,26.7,65.0,3,3,2,79.7,2.3,0.0166,15,0
2025-08-28,VIL-002,Garamur,Majuli,Assam,7.85,6.04,0.262,184.7,8.2,33.9,69.2,3,3,5,87.9,3.09,0.00141,75,2
2025-08-29,VIL-002,Garamur,Majuli,Assam,8.32,1.59,0.0,102.7,11.4,29.1,81.1,2,4,1,19.6,2.36,0.0,70,2
2025-08-30,VIL-002,Garamur,Majuli,Assam,7.39,1.57,0.423,46.9,5.6,29.5,84.1,5,2,5,25.2,2.01,0.00883,0,0
2025-08-31,VIL-002,Garamur,Majuli,Assam,7.19,0.57,0.198,81.5,0.0,33.6,66.3,1,5,1,17.0,2.01,0.0024,20,0
2025-09-01,VIL-002,Garamur,Majuli,Assam,6.5,1.49,0.06,162.7,0.0,27.6,84.6,2,2,4,5.6,1.86,0.00037,70,2
2025-09-02,VIL-002,Garamur,Majuli,Assam,7.26,6.32,0.486,10.5,0.0,32.7,64.1,2,3,2,0.0,2.6,0.04226,25,0
2025-09-03,VIL-002,Garamur,Majuli,Assam,7.02,1.39,0.155,20.6,3.7,32.4,67.7,1,3,3,3.7,2.71,0.00718,20,0
2025-09-04,VIL-002,Garamur,Majuli,Assam,7.57,9.33,0.289,55.9,0.0,28.4,57.6,0,3,3,3.7,3.18,0.00508,25,0
2025-09-05,VIL-002,Garamur,Majuli,Assam,6.43,9.01,0.614,114.7,0.0,23.4,57.2,3,2,4,3.7,4.24,0.00531,60,1
2025-09-06,VIL-002,Garamur,Majuli,Assam,7.13,0.48,0.096,2.6,4.4,29.1,64.0,3,5,2,4.4,4.08,0.02667,20,0
2025-09-07,VIL-002,Garamur,Majuli,Assam,6.16,0.6,0.074,295.7,0.0,33.5,74.7,3,1,5,4.4,4.09,0.00025,70,2
2025-09-08,VIL-002,Garamur,Majuli,Assam,7.3,6.12,0.398,43.4,0.0,32.3,63.1,2,2,2,4.4,4.75,0.00896,25,0
2025-09-09,VIL-002,Garamur,Majuli,Assam,7.51,1.54,0.557,31.8,44.9,35.8,93.0,3,2,3,44.9,4.07,0.01698,0,0
2025-09-10,VIL-002,Garamur,Majuli,Assam,6.13,0.2,0.067,24.8,11.1,27.0,63.8,3,1,3,56.0,3.9,0.0026,35,1
2025-09-11,VIL-002,Garamur,Majuli,Assam,6.3,0.99,0.423,13.7,1.5,32.1,77.2,0,0,3,57.5,2.71,0.02878,15,0
2025-09-12,VIL-002,Garamur,Majuli,Assam,6.32,2.8,0.455,112.1,0.0,25.0,90.8,1,3,2,12.6,1.82,0.00402,35,1
2025-09-13,VIL-002,Garamur,Majuli,Assam,6.99,4.95,0.0,222.4,38.0,29.8,76.1,4,3,5,39.5,2.46,0.0,95,2
2025-09-14,VIL-002,Garamur,Majuli,Assam,6.26,0.44,0.494,38.2,25.3,33.4,70.6,1,3,1,63.3,2.43,0.0126,15,0
2025-09-15,VIL-002,Garamur,Majuli,Assam,7.93,0.36,0.508,217.7,48.8,32.6,76.8,2,2,2,112.1,1.61,0.00232,50,1
2025-09-16,VIL-002,Garamur,Majuli,Assam,7.36,7.86,0.294,124.1,4.5,29.4,68.3,3,3,2,78.6,2.51,0.00235,75,2
2024-01-01,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.59,4.5,0.337,85.5,13.2,26.9,92.1,5,0,0,13.2,4.5,0.0039,25,0
2024-01-02,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.01,0.2,0.522,22.4,0.0,29.8,81.9,4,0,0,13.2,2.35,0.02231,0,0
2024-01-03,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.59,1.13,0.314,95.8,0.0,23.0,61.4,0,0,0,13.2,1.94,0.00324,0,0
2024-01-04,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.45,1.71,0.449,132.0,52.1,26.0,67.8,4,0,0,52.1,1.88,0.00338,50,1
2024-01-05,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.44,5.27,0.612,40.3,0.0,32.0,79.5,2,0,0,52.1,2.56,0.01482,40,1
2024-01-06,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.93,2.67,0.483,147.1,7.3,39.3,64.1,2,0,0,59.4,2.58,0.00326,50,1
2024-01-07,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.43,0.2,0.333,39.0,34.7,21.1,66.3,4,0,0,42.0,2.24,0.00833,0,0
2024-01-08,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.82,3.76,0.7,129.2,0.0,28.2,91.1,2,5,0,42.0,2.13,0.00538,35,1
2024-01-09,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,8.16,2.08,0.342,3.1,0.0,30.6,67.6,1,4,0,34.7,2.4,0.08341,0,0
2024-01-10,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.95,9.99,0.367,72.9,0.0,26.5,86.5,2,0,0,0.0,3.67,0.00497,25,0
2024-01-11,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,5.41,2.71,0.321,317.7,47.0,32.4,90.1,0,4,0,47.0,3.81,0.00101,35,1
2024-01-12,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.98,4.84,0.129,361.8,0.0,25.5,66.2,2,2,0,47.0,3.75,0.00036,95,2
2024-01-13,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.18,0.97,0.11,30.1,22.7,29.6,64.3,3,2,0,69.7,3.51,0.00354,35,1
2024-01-14,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,5.53,5.61,0.25,53.0,0.0,26.9,71.7,1,4,0,22.7,4.28,0.00463,25,0
2024-01-15,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.9,5.0,0.168,5.9,0.0,33.9,61.9,4,2,5,22.7,4.46,0.02435,45,1
2024-01-16,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.67,9.19,0.3,188.0,0.0,26.3,76.5,1,1,4,0.0,5.47,0.00159,60,1
2024-01-17,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.3,0.2,0.499,76.5,0.0,27.6,72.5,1,2,0,0.0,4.07,0.00644,0,0
2024-01-18,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.96,2.33,0.276,44.3,0.0,32.8,79.3,3,0,4,0.0,4.02,0.00609,0,0
2024-01-19,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.33,4.46,0.39,10.9,0.0,24.9,91.8,5,2,2,0.0,3.97,0.03277,25,0
2024-01-20,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.46,0.39,0.259,266.9,0.0,29.3,84.8,3,3,2,0.0,3.88,0.00097,50,1
2024-01-21,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.54,2.07,0.808,68.7,0.0,21.7,80.9,6,1,4,0.0,3.38,0.01159,0,0
2024-01-22,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.75,11.17,0.621,30.3,0.0,24.6,51.4,0,4,2,0.0,4.26,0.01984,25,0
2024-01-23,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.01,2.24,0.305,39.2,0.0,30.5,80.3,1,1,1,0.0,3.27,0.00759,0,0
2024-01-24,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.79,16.57,0.399,28.7,0.0,25.0,95.7,3,1,2,0.0,5.6,0.01343,25,0
2024-01-25,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.54,0.23,0.109,83.8,6.1,26.8,38.9,4,3,0,6.1,5.3,0.00129,20,0
2024-01-26,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.82,4.96,0.311,241.9,5.4,31.0,83.3,0,5,2,11.5,5.38,0.00128,60,1
2024-01-27,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.98,3.41,0.242,176.8,0.0,26.7,73.1,1,3,3,11.5,5.81,0.00136,35,1
2024-01-28,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.81,2.72,0.484,56.1,0.0,32.3,64.8,1,6,1,5.4,5.9,0.00848,20,0
2024-01-29,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.4,13.86,0.183,159.4,0.0,29.9,84.6,1,0,4,0.0,6.28,0.00114,80,2
2024-01-30,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.27,0.54,0.648,50.1,26.4,30.7,95.5,3,1,1,26.4,6.04,0.01268,0,0
2024-01-31,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.37,8.87,0.338,26.5,44.0,34.0,84.3,1,3,1,70.4,4.94,0.01229,40,1
2024-02-01,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.95,4.61,0.194,373.0,0.0,30.3,70.5,6,4,3,70.4,5.57,0.00052,110,2
2024-02-02,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.69,1.18,0.356,33.0,0.0,35.2,63.7,3,0,5,44.0,5.03,0.01047,0,0
2024-02-03,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.0,9.09,0.483,35.6,14.3,32.6,76.7,3,1,3,14.3,5.84,0.0132,25,0
2024-02-04,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.73,2.2,0.444,416.3,0.0,26.9,85.5,4,1,6,14.3,5.76,0.00106,35,1
2024-02-05,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.68,6.6,0.378,13.1,0.0,34.2,70.4,2,1,0,14.3,4.73,0.02681,25,0
2024-02-06,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.82,1.93,0.508,130.1,21.5,30.1,71.5,3,3,1,21.5,4.93,0.00387,35,1
2024-02-07,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.63,7.46,0.497,249.9,0.6,27.4,99.0,1,1,3,22.1,4.72,0.00198,60,1
2024-02-08,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.43,3.97,0.498,65.2,25.9,30.1,87.9,3,6,4,48.0,4.63,0.00752,20,0
2024-02-09,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.47,0.6,0.3,0.2,0.6,33.4,88.8,1,3,0,27.1,4.55,0.25,0,0
2024-02-10,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.73,4.11,0.299,42.8,0.0,30.8,57.5,3,3,1,26.5,3.84,0.00683,25,0
2024-02-11,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,8.21,0.83,0.313,10.8,2.9,36.3,66.5,0,4,1,3.5,3.64,0.02653,0,0
2024-02-12,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.13,2.08,0.261,49.0,31.2,33.3,75.9,6,2,1,34.1,3.0,0.00522,0,0
2024-02-13,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.28,0.73,0.369,142.0,0.0,31.1,63.0,1,3,3,34.1,2.83,0.00258,35,1
2024-02-14,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.71,0.2,0.349,52.6,0.0,24.9,94.2,3,1,1,31.2,1.79,0.00651,0,0
2024-02-15,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.54,0.93,0.648,51.5,0.0,28.3,91.9,2,3,6,0.0,1.35,0.01234,0,0
2024-02-16,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.39,3.01,0.259,74.0,26.7,29.3,68.6,1,1,3,26.7,1.7,0.00345,0,0
2024-02-17,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.23,2.58,0.172,79.3,0.0,31.8,96.4,3,3,3,26.7,1.48,0.00214,20,0
2024-02-18,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.63,2.73,0.466,176.5,0.0,31.5,74.9,8,0,4,26.7,1.75,0.00263,35,1
2024-02-19,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.24,1.12,0.363,33.6,0.0,29.7,99.0,1,6,2,0.0,1.61,0.01049,20,0
2024-02-20,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.34,4.53,0.226,156.9,0.0,29.5,76.7,3,1,3,0.0,2.16,0.00143,60,1
2024-02-21,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.82,4.78,0.491,75.9,0.0,31.9,81.9,2,3,1,0.0,2.81,0.00638,25,0
2024-02-22,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.73,1.74,0.3,32.5,0.0,25.6,91.8,2,2,3,0.0,2.93,0.00896,0,0
2024-02-23,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.9,8.35,0.624,31.8,0.0,35.8,90.3,3,1,1,0.0,3.69,0.01902,25,0
2024-02-24,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.97,4.05,0.179,40.8,0.8,20.8,81.1,1,3,3,0.8,3.9,0.00428,45,1
2024-02-25,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.43,4.89,0.245,88.7,3.1,34.8,73.3,4,8,0,3.9,4.21,0.00273,45,1
2024-02-26,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.66,1.27,0.373,23.9,18.4,28.8,81.2,5,1,6,22.3,4.23,0.01498,0,0
2024-02-27,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.64,0.2,0.594,230.2,9.2,33.0,65.2,4,3,1,30.7,3.61,0.00257,35,1
2024-02-28,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,8.07,7.86,0.222,77.8,31.4,30.5,76.8,0,2,3,59.0,4.05,0.00282,40,1
2024-02-29,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,8.3,6.78,0.418,229.9,0.0,30.4,61.7,1,2,2,40.6,4.77,0.00181,60,1
2024-03-01,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.55,0.52,0.14,4.3,3.9,31.2,53.6,0,3,1,35.3,3.65,0.02642,20,0
2024-03-02,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.57,1.84,0.515,38.2,0.0,32.2,75.6,2,1,3,3.9,3.34,0.01314,0,0
2024-03-03,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.75,4.24,0.233,2.1,0.0,27.7,90.1,3,4,8,3.9,3.24,0.07516,25,0
2024-03-04,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,8.27,4.14,0.461,28.9,20.8,33.1,86.1,2,5,1,20.8,3.65,0.01542,25,0
2024-03-05,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.26,7.72,0.471,180.2,0.0,24.7,74.0,4,4,3,20.8,4.73,0.0026,60,1
2024-03-06,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.61,0.59,0.023,3.4,51.8,29.0,96.0,2,0,2,72.6,3.69,0.00523,35,1
2024-03-07,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.04,2.2,0.388,52.1,0.0,32.3,68.2,1,1,2,51.8,3.04,0.00731,15,0
2024-03-08,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.94,0.4,0.259,11.4,0.0,33.0,52.0,2,0,3,51.8,3.02,0.02089,15,0
2024-03-09,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,8.1,1.94,0.44,49.1,13.4,30.8,48.8,1,2,1,13.4,3.03,0.00878,0,0
2024-03-10,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.42,0.2,0.193,166.1,0.0,27.4,60.8,2,3,4,13.4,2.46,0.00115,55,1
2024-03-11,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.97,8.96,0.245,88.8,0.0,32.6,84.8,4,2,5,13.4,3.14,0.00273,25,0
2024-03-12,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.25,2.94,0.566,121.5,30.7,26.3,67.4,3,4,4,30.7,2.46,0.00462,35,1
2024-03-13,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.59,7.43,0.552,39.1,0.0,36.0,80.5,5,2,0,30.7,3.44,0.01377,25,0
2024-03-14,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.75,0.24,0.171,262.9,0.0,28.7,94.8,0,1,1,30.7,3.16,0.00065,70,2
2024-03-15,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.16,1.01,0.673,112.4,5.4,22.8,61.8,3,2,0,5.4,3.25,0.00593,35,1
2024-03-16,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.72,1.18,0.0,49.9,0.0,24.2,80.7,1,1,2,5.4,3.14,0.0,35,1
2024-03-17,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.44,1.92,0.389,50.6,6.7,29.2,81.5,2,2,3,12.1,3.38,0.00754,0,0
2024-03-18,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.82,6.37,0.119,228.4,0.0,29.6,64.7,1,4,2,6.7,3.01,0.00052,95,2
2024-03-19,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.77,1.92,0.417,78.2,4.4,36.9,91.3,2,3,4,11.1,2.87,0.00527,0,0
2024-03-20,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.18,0.9,0.303,111.5,0.0,24.8,71.5,4,5,2,4.4,1.93,0.00269,35,1
2024-03-21,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.28,0.26,0.167,49.1,0.0,29.2,70.4,2,0,1,4.4,1.94,0.00333,20,0
2024-03-22,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.75,0.32,0.217,23.0,3.8,24.8,99.0,4,3,2,3.8,1.84,0.00904,0,0
2024-03-23,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.97,5.6,0.208,117.0,12.8,27.0,81.3,2,1,1,16.6,2.47,0.00176,60,1
2024-03-24,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.43,2.31,0.364,85.2,4.1,35.7,86.1,4,2,2,20.7,2.53,0.00422,0,0
2024-03-25,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.26,5.08,0.525,63.3,0.0,24.5,91.3,4,1,4,16.9,2.34,0.00816,25,0
2024-03-26,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.25,4.49,0.703,89.0,5.0,31.3,67.2,3,2,3,9.1,2.71,0.00781,25,0
2024-03-27,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.07,0.57,0.319,21.3,0.0,30.6,90.0,2,4,5,5.0,2.66,0.0143,0,0
2024-03-28,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,6.32,0.6,0.404,143.7,0.0,28.9,69.0,6,2,0,5.0,2.71,0.00279,35,1
2024-03-29,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.62,5.52,0.564,269.3,0.0,31.1,68.5,4,4,3,0.0,3.45,0.00209,60,1
2024-03-30,VIL-003,Diamond Harbour,South 24 Parganas,West Bengal,7.55,5.01,0.269,201.8,166.0,24.4,71.7,3,2,1,166.0,3.37,0.00133,75,2
